employee_import_key,facility_id,facility_name,facility_type_name,department_id,department_name,department_type_id,department_type_name,is_department_manager,is_facility_manager,manager_import_key,full_name,first_name,last_name,phone_number,email,street_address,job_title,salary,hours_worked,employment_status,generated_source
EMP_115_1192_0003,115,CORPUS CHRISTI - PORTAIRS STATION,Post Office,1192,NUCOPS415_Retail Services,1,Retail Services,0,0,EMP_115_1192_0001,Nicholas Henry,Nicholas,Henry,555-754-4582,nicholas.henry.115.1192.3@postal-demo.local,58796 Jimenez Turnpike Suite 080,Retail Clerk,43200.0,2004,Full-Time,staffing_plan_employee_generation.ipynb
EMP_116_141_0001,116,CORPUS CHRISTI - LAMAR PARK STATION,Post Office,141,NUCOLPS411_Delivery,2,Delivery,1,1,,Jacob Davis,Jacob,Davis,555-913-5750,jacob.davis.116.141.1@postal-demo.local,508 Brandon Hollow,Delivery Manager,94500.0,1862,Full-Time,staffing_plan_employee_generation.ipynb
EMP_116_141_0002,116,CORPUS CHRISTI - LAMAR PARK STATION,Post Office,141,NUCOLPS411_Delivery,2,Delivery,0,0,EMP_116_141_0001,Paul Bell,Paul,Bell,555-209-2468,paul.bell.116.141.2@postal-demo.local,688 William Springs,Rural Carrier,52100.0,1336,Part-Time,staffing_plan_employee_generation.ipynb
EMP_116_141_0003,116,CORPUS CHRISTI - LAMAR PARK STATION,Post Office,141,NUCOLPS411_Delivery,2,Delivery,0,0,EMP_116_141_0001,Holly Lozano,Holly,Lozano,555-539-6926,holly.lozano.116.141.3@postal-demo.local,2351 Tyler Ports,Mail Carrier,52500.0,2009,Full-Time,staffing_plan_employee_generation.ipynb
EMP_116_141_0004,116,CORPUS CHRISTI - LAMAR PARK STATION,Post Office,141,NUCOLPS411_Delivery,2,Delivery,0,0,EMP_116_141_0001,Danielle Smith,Danielle,Smith,555-226-3580,danielle.smith.116.141.4@postal-demo.local,14035 Valerie Views Apt. 560,City Carrier,59300.0,1190,Part-Time,staffing_plan_employee_generation.ipynb
EMP_116_141_0005,116,CORPUS CHRISTI - LAMAR PARK STATION,Post Office,141,NUCOLPS411_Delivery,2,Delivery,0,0,EMP_116_141_0001,Eric George,Eric,George,555-936-5656,eric.george.116.141.5@postal-demo.local,9434 Vaughn Mall Suite 643,City Carrier,53200.0,2090,Full-Time,staffing_plan_employee_generation.ipynb
EMP_116_653_0001,116,CORPUS CHRISTI - LAMAR PARK STATION,Post Office,653,NUCOLPS411_Logistics,3,Logistics,1,0,,Lisa Freeman,Lisa,Freeman,555-638-9448,lisa.freeman.116.653.1@postal-demo.local,607 Elizabeth Fork,Logistics Manager,101100.0,2181,Full-Time,staffing_plan_employee_generation.ipynb
EMP_116_653_0002,116,CORPUS CHRISTI - LAMAR PARK STATION,Post Office,653,NUCOLPS411_Logistics,3,Logistics,0,0,EMP_116_653_0001,Chad Wilson,Chad,Wilson,555-314-3416,chad.wilson.116.653.2@postal-demo.local,1285 Sherry Glens,Transportation Clerk,42700.0,1989,Full-Time,staffing_plan_employee_generation.ipynb
EMP_116_1193_0001,116,CORPUS CHRISTI - LAMAR PARK STATION,Post Office,1193,NUCOLPS411_Retail Services,1,Retail Services,1,0,,Stephanie Espinoza,Stephanie,Espinoza,555-392-9766,stephanie.espinoza.116.1193.1@postal-demo.local,8449 Rodriguez Crest Suite 318,Retail Services Manager,88900.0,2077,Full-Time,staffing_plan_employee_generation.ipynb
EMP_116_1193_0002,116,CORPUS CHRISTI - LAMAR PARK STATION,Post Office,1193,NUCOLPS411_Retail Services,1,Retail Services,0,0,EMP_116_1193_0001,Meghan Gonzalez,Meghan,Gonzalez,555-222-8767,meghan.gonzalez.116.1193.2@postal-demo.local,7113 Marissa Ferry,Customer Service Clerk,49900.0,1876,Full-Time,staffing_plan_employee_generation.ipynb
EMP_116_1193_0003,116,CORPUS CHRISTI - LAMAR PARK STATION,Post Office,1193,NUCOLPS411_Retail Services,1,Retail Services,0,0,EMP_116_1193_0001,Christopher Steele,Christopher,Steele,555-261-7226,christopher.steele.116.1193.3@postal-demo.local,69572 Harper Canyon,Window Clerk,47000.0,2148,Full-Time,staffing_plan_employee_generation.ipynb
EMP_117_142_0001,117,CORPUS CHRISTI - SOUTHSIDE STATION,Post Office,142,NUCOSS413_Delivery,2,Delivery,1,1,,Elizabeth Gordon,Elizabeth,Gordon,555-621-8508,elizabeth.gordon.117.142.1@postal-demo.local,50902 Villarreal Glen,Delivery Manager,95200.0,2004,Full-Time,staffing_plan_employee_generation.ipynb
EMP_117_142_0002,117,CORPUS CHRISTI - SOUTHSIDE STATION,Post Office,142,NUCOSS413_Delivery,2,Delivery,0,0,EMP_117_142_0001,Sandra Bell,Sandra,Bell,555-618-1448,sandra.bell.117.142.2@postal-demo.local,066 Stacey Parkways,Mail Carrier,58300.0,1388,Part-Time,staffing_plan_employee_generation.ipynb
EMP_117_142_0003,117,CORPUS CHRISTI - SOUTHSIDE STATION,Post Office,142,NUCOSS413_Delivery,2,Delivery,0,0,EMP_117_142_0001,Bryce White,Bryce,White,555-494-3265,bryce.white.117.142.3@postal-demo.local,7071 Carolyn Heights,Mail Carrier,52100.0,2103,Full-Time,staffing_plan_employee_generation.ipynb
EMP_117_142_0004,117,CORPUS CHRISTI - SOUTHSIDE STATION,Post Office,142,NUCOSS413_Delivery,2,Delivery,0,0,EMP_117_142_0001,Angela Thomas,Angela,Thomas,555-280-9977,angela.thomas.117.142.4@postal-demo.local,11688 Christine Extension Suite 502,City Carrier,52800.0,2029,Full-Time,staffing_plan_employee_generation.ipynb
EMP_117_142_0005,117,CORPUS CHRISTI - SOUTHSIDE STATION,Post Office,142,NUCOSS413_Delivery,2,Delivery,0,0,EMP_117_142_0001,Rachel Sutton,Rachel,Sutton,555-578-3695,rachel.sutton.117.142.5@postal-demo.local,0906 Melody Track,Delivery Associate,46600.0,2002,Full-Time,staffing_plan_employee_generation.ipynb
EMP_117_654_0001,117,CORPUS CHRISTI - SOUTHSIDE STATION,Post Office,654,NUCOSS413_Logistics,3,Logistics,1,0,,Courtney Elliott,Courtney,Elliott,555-251-8080,courtney.elliott.117.654.1@postal-demo.local,79649 Cole Summit,Logistics Manager,92800.0,2101,Full-Time,staffing_plan_employee_generation.ipynb
EMP_117_654_0002,117,CORPUS CHRISTI - SOUTHSIDE STATION,Post Office,654,NUCOSS413_Logistics,3,Logistics,0,0,EMP_117_654_0001,John Henry,John,Henry,555-245-3549,john.henry.117.654.2@postal-demo.local,7727 Walker Heights Apt. 642,Transportation Clerk,49900.0,1105,Part-Time,staffing_plan_employee_generation.ipynb
EMP_117_1194_0001,117,CORPUS CHRISTI - SOUTHSIDE STATION,Post Office,1194,NUCOSS413_Retail Services,1,Retail Services,1,0,,Micheal Smith,Micheal,Smith,555-726-1987,micheal.smith.117.1194.1@postal-demo.local,07683 Martinez Road Suite 366,Retail Services Manager,80400.0,1991,Full-Time,staffing_plan_employee_generation.ipynb
EMP_117_1194_0002,117,CORPUS CHRISTI - SOUTHSIDE STATION,Post Office,1194,NUCOSS413_Retail Services,1,Retail Services,0,0,EMP_117_1194_0001,Nicole Murray,Nicole,Murray,555-481-5757,nicole.murray.117.1194.2@postal-demo.local,6755 Ortega Dale Apt. 333,Retail Associate,39200.0,2156,Full-Time,staffing_plan_employee_generation.ipynb
EMP_117_1194_0003,117,CORPUS CHRISTI - SOUTHSIDE STATION,Post Office,1194,NUCOSS413_Retail Services,1,Retail Services,0,0,EMP_117_1194_0001,Ashley Gould,Ashley,Gould,555-901-4851,ashley.gould.117.1194.3@postal-demo.local,8654 Philip Mountains Apt. 874,Customer Service Clerk,48100.0,1238,Part-Time,staffing_plan_employee_generation.ipynb
EMP_118_143_0001,118,CORPUS CHRISTI - SIX POINTS STATION,Post Office,143,NUCOSPS404_Delivery,2,Delivery,1,1,,Rebecca Sosa,Rebecca,Sosa,555-645-9111,rebecca.sosa.118.143.1@postal-demo.local,33582 Giles Meadows Apt. 703,Delivery Manager,96300.0,2195,Full-Time,staffing_plan_employee_generation.ipynb
EMP_118_143_0002,118,CORPUS CHRISTI - SIX POINTS STATION,Post Office,143,NUCOSPS404_Delivery,2,Delivery,0,0,EMP_118_143_0001,Paul Estrada,Paul,Estrada,555-797-1683,paul.estrada.118.143.2@postal-demo.local,926 Edward Island Suite 327,City Carrier,53200.0,2197,Full-Time,staffing_plan_employee_generation.ipynb
EMP_118_143_0003,118,CORPUS CHRISTI - SIX POINTS STATION,Post Office,143,NUCOSPS404_Delivery,2,Delivery,0,0,EMP_118_143_0001,Leslie Fitzpatrick,Leslie,Fitzpatrick,555-462-4964,leslie.fitzpatrick.118.143.3@postal-demo.local,111 Alan Wall,City Carrier,53800.0,2059,Full-Time,staffing_plan_employee_generation.ipynb
EMP_118_143_0004,118,CORPUS CHRISTI - SIX POINTS STATION,Post Office,143,NUCOSPS404_Delivery,2,Delivery,0,0,EMP_118_143_0001,Molly Rivera,Molly,Rivera,555-808-2690,molly.rivera.118.143.4@postal-demo.local,5323 Pittman Lake,City Carrier,42800.0,2159,Full-Time,staffing_plan_employee_generation.ipynb
EMP_118_143_0005,118,CORPUS CHRISTI - SIX POINTS STATION,Post Office,143,NUCOSPS404_Delivery,2,Delivery,0,0,EMP_118_143_0001,Cindy Stewart,Cindy,Stewart,555-491-2337,cindy.stewart.118.143.5@postal-demo.local,5244 Leah Estate Apt. 261,Rural Carrier,42400.0,1308,Part-Time,staffing_plan_employee_generation.ipynb
EMP_118_655_0001,118,CORPUS CHRISTI - SIX POINTS STATION,Post Office,655,NUCOSPS404_Logistics,3,Logistics,1,0,,Amanda Montgomery,Amanda,Montgomery,555-804-3367,amanda.montgomery.118.655.1@postal-demo.local,874 Theresa Shore,Logistics Manager,94700.0,1965,Full-Time,staffing_plan_employee_generation.ipynb
EMP_118_655_0002,118,CORPUS CHRISTI - SIX POINTS STATION,Post Office,655,NUCOSPS404_Logistics,3,Logistics,0,0,EMP_118_655_0001,Sonia Blankenship,Sonia,Blankenship,555-229-7226,sonia.blankenship.118.655.2@postal-demo.local,26767 Katie Radial,Transportation Clerk,51100.0,2074,Full-Time,staffing_plan_employee_generation.ipynb
EMP_118_1195_0001,118,CORPUS CHRISTI - SIX POINTS STATION,Post Office,1195,NUCOSPS404_Retail Services,1,Retail Services,1,0,,Hailey Meyers,Hailey,Meyers,555-224-1315,hailey.meyers.118.1195.1@postal-demo.local,927 Tara Skyway Suite 515,Retail Services Manager,75000.0,1905,Full-Time,staffing_plan_employee_generation.ipynb
EMP_118_1195_0002,118,CORPUS CHRISTI - SIX POINTS STATION,Post Office,1195,NUCOSPS404_Retail Services,1,Retail Services,0,0,EMP_118_1195_0001,Casey Taylor,Casey,Taylor,555-991-3659,casey.taylor.118.1195.2@postal-demo.local,621 Suzanne Islands Suite 159,Customer Service Clerk,40700.0,2166,Full-Time,staffing_plan_employee_generation.ipynb
EMP_118_1195_0003,118,CORPUS CHRISTI - SIX POINTS STATION,Post Office,1195,NUCOSPS404_Retail Services,1,Retail Services,0,0,EMP_118_1195_0001,Tonya Simpson,Tonya,Simpson,555-263-8125,tonya.simpson.118.1195.3@postal-demo.local,54384 Tracy Expressway Apt. 344,Window Clerk,44300.0,2015,Full-Time,staffing_plan_employee_generation.ipynb
EMP_119_144_0001,119,CORSICANA - MAIN OFFICE,Post Office,144,NACOMO110_Delivery,2,Delivery,1,1,,Shane Hamilton,Shane,Hamilton,555-478-1060,shane.hamilton.119.144.1@postal-demo.local,7158 David Road,Delivery Manager,102700.0,1985,Full-Time,staffing_plan_employee_generation.ipynb
EMP_119_144_0002,119,CORSICANA - MAIN OFFICE,Post Office,144,NACOMO110_Delivery,2,Delivery,0,0,EMP_119_144_0001,Alex Berry,Alex,Berry,555-430-1827,alex.berry.119.144.2@postal-demo.local,3766 Heather Groves Suite 558,Mail Carrier,43400.0,2067,Full-Time,staffing_plan_employee_generation.ipynb
EMP_119_144_0003,119,CORSICANA - MAIN OFFICE,Post Office,144,NACOMO110_Delivery,2,Delivery,0,0,EMP_119_144_0001,Melissa Mueller,Melissa,Mueller,555-586-3792,melissa.mueller.119.144.3@postal-demo.local,525 Tran Overpass Suite 417,Mail Carrier,61300.0,2136,Full-Time,staffing_plan_employee_generation.ipynb
EMP_119_144_0004,119,CORSICANA - MAIN OFFICE,Post Office,144,NACOMO110_Delivery,2,Delivery,0,0,EMP_119_144_0001,Samantha Miller,Samantha,Miller,555-550-8141,samantha.miller.119.144.4@postal-demo.local,102 John Fall Suite 129,Delivery Associate,51300.0,1993,Full-Time,staffing_plan_employee_generation.ipynb
EMP_119_144_0005,119,CORSICANA - MAIN OFFICE,Post Office,144,NACOMO110_Delivery,2,Delivery,0,0,EMP_119_144_0001,Laurie Maxwell,Laurie,Maxwell,555-750-4890,laurie.maxwell.119.144.5@postal-demo.local,05912 Welch Isle,Mail Carrier,58500.0,2000,Full-Time,staffing_plan_employee_generation.ipynb
EMP_119_656_0001,119,CORSICANA - MAIN OFFICE,Post Office,656,NACOMO110_Logistics,3,Logistics,1,0,,Kristi Rodriguez,Kristi,Rodriguez,555-338-9388,kristi.rodriguez.119.656.1@postal-demo.local,23121 Adam Turnpike,Logistics Manager,99800.0,1953,Full-Time,staffing_plan_employee_generation.ipynb
EMP_119_656_0002,119,CORSICANA - MAIN OFFICE,Post Office,656,NACOMO110_Logistics,3,Logistics,0,0,EMP_119_656_0001,Gina Clark,Gina,Clark,555-650-4060,gina.clark.119.656.2@postal-demo.local,5837 Jeanette Park,Logistics Associate,41600.0,2144,Full-Time,staffing_plan_employee_generation.ipynb
EMP_119_1196_0001,119,CORSICANA - MAIN OFFICE,Post Office,1196,NACOMO110_Retail Services,1,Retail Services,1,0,,Catherine Lopez,Catherine,Lopez,555-649-5924,catherine.lopez.119.1196.1@postal-demo.local,907 William Common Apt. 342,Retail Services Manager,93000.0,2095,Full-Time,staffing_plan_employee_generation.ipynb
EMP_119_1196_0002,119,CORSICANA - MAIN OFFICE,Post Office,1196,NACOMO110_Retail Services,1,Retail Services,0,0,EMP_119_1196_0001,Natalie Johnston,Natalie,Johnston,555-374-7086,natalie.johnston.119.1196.2@postal-demo.local,113 Melinda Throughway,Window Clerk,48400.0,2127,Full-Time,staffing_plan_employee_generation.ipynb
EMP_119_1196_0003,119,CORSICANA - MAIN OFFICE,Post Office,1196,NACOMO110_Retail Services,1,Retail Services,0,0,EMP_119_1196_0001,Victoria Martin,Victoria,Martin,555-366-3646,victoria.martin.119.1196.3@postal-demo.local,684 Ronald Views Suite 380,Retail Associate,51800.0,1850,Full-Time,staffing_plan_employee_generation.ipynb
EMP_120_145_0001,120,COTTON CENTER - MPO/MODULAR BUILDING,Post Office,145,HACOMMB021_Delivery,2,Delivery,1,1,,Diana Donaldson,Diana,Donaldson,555-883-5763,diana.donaldson.120.145.1@postal-demo.local,2101 Cooper Street Apt. 961,Delivery Manager,104500.0,2064,Full-Time,staffing_plan_employee_generation.ipynb
EMP_120_145_0002,120,COTTON CENTER - MPO/MODULAR BUILDING,Post Office,145,HACOMMB021_Delivery,2,Delivery,0,0,EMP_120_145_0001,Emily Roach,Emily,Roach,555-656-8346,emily.roach.120.145.2@postal-demo.local,15959 Ashley Stream Suite 757,City Carrier,56300.0,2112,Full-Time,staffing_plan_employee_generation.ipynb
EMP_120_145_0003,120,COTTON CENTER - MPO/MODULAR BUILDING,Post Office,145,HACOMMB021_Delivery,2,Delivery,0,0,EMP_120_145_0001,Mitchell Evans,Mitchell,Evans,555-805-4745,mitchell.evans.120.145.3@postal-demo.local,8339 Brad Knoll Suite 775,Mail Carrier,60000.0,1995,Full-Time,staffing_plan_employee_generation.ipynb
EMP_120_657_0001,120,COTTON CENTER - MPO/MODULAR BUILDING,Post Office,657,HACOMMB021_Logistics,3,Logistics,1,0,,Sandra Mathis,Sandra,Mathis,555-655-4465,sandra.mathis.120.657.1@postal-demo.local,7722 Barnes Burg Apt. 562,Logistics Manager,101200.0,1850,Full-Time,staffing_plan_employee_generation.ipynb
EMP_120_657_0002,120,COTTON CENTER - MPO/MODULAR BUILDING,Post Office,657,HACOMMB021_Logistics,3,Logistics,0,0,EMP_120_657_0001,Reginald Smith,Reginald,Smith,555-973-7462,reginald.smith.120.657.2@postal-demo.local,92310 Kennedy Groves,Mail Handler,51300.0,2110,Full-Time,staffing_plan_employee_generation.ipynb
EMP_120_1197_0001,120,COTTON CENTER - MPO/MODULAR BUILDING,Post Office,1197,HACOMMB021_Retail Services,1,Retail Services,1,0,,Matthew Smith,Matthew,Smith,555-543-8288,matthew.smith.120.1197.1@postal-demo.local,48433 Lawson Parks Suite 627,Retail Services Manager,84900.0,2064,Full-Time,staffing_plan_employee_generation.ipynb
EMP_120_1197_0002,120,COTTON CENTER - MPO/MODULAR BUILDING,Post Office,1197,HACOMMB021_Retail Services,1,Retail Services,0,0,EMP_120_1197_0001,Tanya Brown,Tanya,Brown,555-744-5671,tanya.brown.120.1197.2@postal-demo.local,57942 April Park,Customer Service Clerk,46400.0,2098,Full-Time,staffing_plan_employee_generation.ipynb
EMP_121_146_0001,121,CRANE - MAIN OFFICE,Post Office,146,CRCRMO731_Delivery,2,Delivery,1,1,,Linda Butler,Linda,Butler,555-989-3202,linda.butler.121.146.1@postal-demo.local,2549 Carr Rapid,Delivery Manager,95800.0,2190,Full-Time,staffing_plan_employee_generation.ipynb
EMP_121_146_0002,121,CRANE - MAIN OFFICE,Post Office,146,CRCRMO731_Delivery,2,Delivery,0,0,EMP_121_146_0001,David Campbell,David,Campbell,555-912-7797,david.campbell.121.146.2@postal-demo.local,259 Brown Mission Suite 633,Mail Carrier,54100.0,1410,Part-Time,staffing_plan_employee_generation.ipynb
EMP_121_146_0003,121,CRANE - MAIN OFFICE,Post Office,146,CRCRMO731_Delivery,2,Delivery,0,0,EMP_121_146_0001,Shirley Barker,Shirley,Barker,555-337-8287,shirley.barker.121.146.3@postal-demo.local,748 Ray Isle Apt. 259,Mail Carrier,52500.0,2032,Full-Time,staffing_plan_employee_generation.ipynb
EMP_121_146_0004,121,CRANE - MAIN OFFICE,Post Office,146,CRCRMO731_Delivery,2,Delivery,0,0,EMP_121_146_0001,Teresa Perez,Teresa,Perez,555-872-1986,teresa.perez.121.146.4@postal-demo.local,79705 Patrick Drive,Delivery Associate,49600.0,1380,Part-Time,staffing_plan_employee_generation.ipynb
EMP_121_658_0001,121,CRANE - MAIN OFFICE,Post Office,658,CRCRMO731_Logistics,3,Logistics,1,0,,Cindy Miller,Cindy,Miller,555-992-4890,cindy.miller.121.658.1@postal-demo.local,9417 Waters Turnpike Suite 250,Logistics Manager,90100.0,2088,Full-Time,staffing_plan_employee_generation.ipynb
EMP_121_658_0002,121,CRANE - MAIN OFFICE,Post Office,658,CRCRMO731_Logistics,3,Logistics,0,0,EMP_121_658_0001,Thomas Walker,Thomas,Walker,555-286-4404,thomas.walker.121.658.2@postal-demo.local,5978 Kristen Island,Transportation Clerk,59300.0,2020,Full-Time,staffing_plan_employee_generation.ipynb
EMP_121_1198_0001,121,CRANE - MAIN OFFICE,Post Office,1198,CRCRMO731_Retail Services,1,Retail Services,1,0,,Todd Edwards,Todd,Edwards,555-238-9808,todd.edwards.121.1198.1@postal-demo.local,399 Kenneth Circle,Retail Services Manager,84600.0,1855,Full-Time,staffing_plan_employee_generation.ipynb
EMP_121_1198_0002,121,CRANE - MAIN OFFICE,Post Office,1198,CRCRMO731_Retail Services,1,Retail Services,0,0,EMP_121_1198_0001,Jill Lee,Jill,Lee,555-202-2479,jill.lee.121.1198.2@postal-demo.local,66044 Douglas Burg Apt. 615,Retail Associate,47800.0,1954,Full-Time,staffing_plan_employee_generation.ipynb
EMP_122_147_0001,122,CROCKETT - MAIN OFFICE,Post Office,147,HOCRMO835_Delivery,2,Delivery,1,1,,Steven Browning,Steven,Browning,555-685-3054,steven.browning.122.147.1@postal-demo.local,6829 Blake Coves,Delivery Manager,102800.0,2100,Full-Time,staffing_plan_employee_generation.ipynb
EMP_122_147_0002,122,CROCKETT - MAIN OFFICE,Post Office,147,HOCRMO835_Delivery,2,Delivery,0,0,EMP_122_147_0001,Sharon Bryant,Sharon,Bryant,555-673-3077,sharon.bryant.122.147.2@postal-demo.local,974 Brenda Islands,Rural Carrier,48800.0,2161,Full-Time,staffing_plan_employee_generation.ipynb
EMP_122_147_0003,122,CROCKETT - MAIN OFFICE,Post Office,147,HOCRMO835_Delivery,2,Delivery,0,0,EMP_122_147_0001,Stephanie Martinez,Stephanie,Martinez,555-631-8972,stephanie.martinez.122.147.3@postal-demo.local,752 Decker Lane Apt. 656,Rural Carrier,46500.0,1898,Full-Time,staffing_plan_employee_generation.ipynb
EMP_122_147_0004,122,CROCKETT - MAIN OFFICE,Post Office,147,HOCRMO835_Delivery,2,Delivery,0,0,EMP_122_147_0001,Gregory Austin,Gregory,Austin,555-463-4795,gregory.austin.122.147.4@postal-demo.local,459 Nicole Centers,Rural Carrier,61400.0,2200,Full-Time,staffing_plan_employee_generation.ipynb
EMP_122_659_0001,122,CROCKETT - MAIN OFFICE,Post Office,659,HOCRMO835_Logistics,3,Logistics,1,0,,Jennifer Reeves,Jennifer,Reeves,555-291-3198,jennifer.reeves.122.659.1@postal-demo.local,12218 Shelby Freeway Apt. 555,Logistics Manager,81800.0,2149,Full-Time,staffing_plan_employee_generation.ipynb
EMP_122_659_0002,122,CROCKETT - MAIN OFFICE,Post Office,659,HOCRMO835_Logistics,3,Logistics,0,0,EMP_122_659_0001,Christopher Cooper,Christopher,Cooper,555-716-5978,christopher.cooper.122.659.2@postal-demo.local,6808 May Locks,Routing Clerk,46800.0,988,Part-Time,staffing_plan_employee_generation.ipynb
EMP_122_1199_0001,122,CROCKETT - MAIN OFFICE,Post Office,1199,HOCRMO835_Retail Services,1,Retail Services,1,0,,Heather Kelley,Heather,Kelley,555-424-3631,heather.kelley.122.1199.1@postal-demo.local,72143 Brian Springs,Retail Services Manager,85300.0,1863,Full-Time,staffing_plan_employee_generation.ipynb
EMP_122_1199_0002,122,CROCKETT - MAIN OFFICE,Post Office,1199,HOCRMO835_Retail Services,1,Retail Services,0,0,EMP_122_1199_0001,Angela Williams,Angela,Williams,555-838-5823,angela.williams.122.1199.2@postal-demo.local,0033 Stephanie Dam,Customer Service Clerk,45100.0,2068,Full-Time,staffing_plan_employee_generation.ipynb
EMP_122_1199_0003,122,CROCKETT - MAIN OFFICE,Post Office,1199,HOCRMO835_Retail Services,1,Retail Services,0,0,EMP_122_1199_0001,Vincent Morris,Vincent,Morris,555-616-7398,vincent.morris.122.1199.3@postal-demo.local,84706 Billy Radial Apt. 339,Retail Associate,45000.0,1876,Full-Time,staffing_plan_employee_generation.ipynb
EMP_123_148_0001,123,CROSBY - MAIN OFFICE,Post Office,148,HACRMO532_Delivery,2,Delivery,1,1,,Travis Bailey,Travis,Bailey,555-909-2659,travis.bailey.123.148.1@postal-demo.local,582 Lewis Plain,Delivery Manager,103900.0,1952,Full-Time,staffing_plan_employee_generation.ipynb
EMP_123_148_0002,123,CROSBY - MAIN OFFICE,Post Office,148,HACRMO532_Delivery,2,Delivery,0,0,EMP_123_148_0001,Adrian Burton,Adrian,Burton,555-977-8070,adrian.burton.123.148.2@postal-demo.local,8586 Mary Throughway Suite 535,Mail Carrier,42300.0,2019,Full-Time,staffing_plan_employee_generation.ipynb
EMP_123_148_0003,123,CROSBY - MAIN OFFICE,Post Office,148,HACRMO532_Delivery,2,Delivery,0,0,EMP_123_148_0001,Rachael Long,Rachael,Long,555-379-3760,rachael.long.123.148.3@postal-demo.local,0798 Harris Creek Apt. 613,City Carrier,57200.0,2200,Full-Time,staffing_plan_employee_generation.ipynb
EMP_123_148_0004,123,CROSBY - MAIN OFFICE,Post Office,148,HACRMO532_Delivery,2,Delivery,0,0,EMP_123_148_0001,James Hudson,James,Hudson,555-312-9000,james.hudson.123.148.4@postal-demo.local,394 Ford Rue Apt. 943,Rural Carrier,47600.0,1963,Full-Time,staffing_plan_employee_generation.ipynb
EMP_123_660_0001,123,CROSBY - MAIN OFFICE,Post Office,660,HACRMO532_Logistics,3,Logistics,1,0,,William Collins,William,Collins,555-509-2263,william.collins.123.660.1@postal-demo.local,53765 Joyce Rapids,Logistics Manager,92300.0,2137,Full-Time,staffing_plan_employee_generation.ipynb
EMP_123_660_0002,123,CROSBY - MAIN OFFICE,Post Office,660,HACRMO532_Logistics,3,Logistics,0,0,EMP_123_660_0001,Karen Mccall,Karen,Mccall,555-782-7706,karen.mccall.123.660.2@postal-demo.local,943 Christina Alley Apt. 900,Mail Handler,41400.0,1865,Full-Time,staffing_plan_employee_generation.ipynb
EMP_123_1200_0001,123,CROSBY - MAIN OFFICE,Post Office,1200,HACRMO532_Retail Services,1,Retail Services,1,0,,Stacey Conrad,Stacey,Conrad,555-699-8127,stacey.conrad.123.1200.1@postal-demo.local,6921 Micheal Rue Apt. 651,Retail Services Manager,90300.0,2069,Full-Time,staffing_plan_employee_generation.ipynb
EMP_123_1200_0002,123,CROSBY - MAIN OFFICE,Post Office,1200,HACRMO532_Retail Services,1,Retail Services,0,0,EMP_123_1200_0001,Joshua Valdez,Joshua,Valdez,555-520-4589,joshua.valdez.123.1200.2@postal-demo.local,14247 David Roads Apt. 720,Customer Service Clerk,50500.0,2131,Full-Time,staffing_plan_employee_generation.ipynb
EMP_123_1200_0003,123,CROSBY - MAIN OFFICE,Post Office,1200,HACRMO532_Retail Services,1,Retail Services,0,0,EMP_123_1200_0001,Daniel Hardy,Daniel,Hardy,555-291-5357,daniel.hardy.123.1200.3@postal-demo.local,844 Jacqueline Neck Apt. 231,Retail Associate,48900.0,1986,Full-Time,staffing_plan_employee_generation.ipynb
EMP_124_149_0001,124,CROWLEY - MAIN OFFICE,Post Office,149,TACRMO036_Delivery,2,Delivery,1,1,,Raymond Bennett,Raymond,Bennett,555-555-8234,raymond.bennett.124.149.1@postal-demo.local,6762 Barbara Cape,Delivery Manager,97500.0,1871,Full-Time,staffing_plan_employee_generation.ipynb
EMP_124_149_0002,124,CROWLEY - MAIN OFFICE,Post Office,149,TACRMO036_Delivery,2,Delivery,0,0,EMP_124_149_0001,Diane Chung,Diane,Chung,555-462-5226,diane.chung.124.149.2@postal-demo.local,473 Johnson Groves Apt. 370,City Carrier,47200.0,1865,Full-Time,staffing_plan_employee_generation.ipynb
EMP_124_149_0003,124,CROWLEY - MAIN OFFICE,Post Office,149,TACRMO036_Delivery,2,Delivery,0,0,EMP_124_149_0001,Wendy Williams,Wendy,Williams,555-653-8824,wendy.williams.124.149.3@postal-demo.local,730 Cox Rapid Suite 778,Delivery Associate,59600.0,1086,Part-Time,staffing_plan_employee_generation.ipynb
EMP_124_149_0004,124,CROWLEY - MAIN OFFICE,Post Office,149,TACRMO036_Delivery,2,Delivery,0,0,EMP_124_149_0001,Frank Hopkins,Frank,Hopkins,555-960-7130,frank.hopkins.124.149.4@postal-demo.local,882 Moss Key Suite 296,Rural Carrier,47200.0,1895,Full-Time,staffing_plan_employee_generation.ipynb
EMP_124_661_0001,124,CROWLEY - MAIN OFFICE,Post Office,661,TACRMO036_Logistics,3,Logistics,1,0,,Nathan Lucero,Nathan,Lucero,555-600-9879,nathan.lucero.124.661.1@postal-demo.local,78656 Carrie Dam Suite 577,Logistics Manager,78100.0,1927,Full-Time,staffing_plan_employee_generation.ipynb
EMP_124_661_0002,124,CROWLEY - MAIN OFFICE,Post Office,661,TACRMO036_Logistics,3,Logistics,0,0,EMP_124_661_0001,Karen Hensley,Karen,Hensley,555-817-1036,karen.hensley.124.661.2@postal-demo.local,58295 Melissa Ports,Logistics Associate,42800.0,1048,Part-Time,staffing_plan_employee_generation.ipynb
