package_id_hex,recipient_address,recipient_territory_id,sender_address,sender_territory_id,estimated_delivery_distance,recipient_first_name,recipient_middle_initial,recipient_last_name,expected_delivery_date,delivered_date
31784981c0625795881d9d8a2b1acf3a,"3381 Lone Star Rd, Converse, TX 78109",1890,"2454 Hill Country Ave, Irving, TX 75061",57,244.16,Aaron,P,Bennett,,
b651865383a455e9b73415925fc422be,"6546 Sunset Ridge St, Houston, TX 77091",1376,"2883 Mesquite Ln, Tyler, TX 75701",457,170.81,Jasmine,Q,Diaz,,
33805efd7dd05b389820b881bdfa38a9,"2393 Trinity Rd, Plano, TX 75093",87,"1873 Mockingbird Ave, Temple, TX 76502",976,138.68,Isabel,M,Lee,,
2f805aeb71ee5587991a587d778a24db,"6546 Sunset Ridge St, Houston, TX 77091",1376,"1524 Hill Country Rd, Midland, TX 79707",2857,428.53,Jasmine,Q,Diaz,,
27bc931916795ecdb1c7f3e03dfa16c4,"3284 Lone Star Dr, Sugar Land, TX 77479",1541,"4783 Post Oak Blvd, Harker Heights, TX 76548",1021,158.0,Gabriel,C,Hayes,,
95fff3465f5a5af59a212bf9c21d8ba8,"3467 Post Oak Ln, Waco, TX 76706",1159,"7590 Mockingbird Blvd, Killeen, TX 76542",1017,49.41,Preston,L,Hayes,,
22b5e11ef9bc590e8b7b0c291549d8df,"1600 Lone Star Way, Corpus Christi, TX 78415",2093,"2670 Bluebonnet Ln, Dallas, TX 75227",190,356.69,Luis,Q,Anderson,,
a1990bbf15c05c6aaa6d8967af13b97a,"9784 Cedar Creek Ln, Justin, TX 76247",787,"6156 Trinity Dr, El Paso, TX 79915",2944,535.31,Marcus,,Martinez,,
0ad55716fbce53eea88fc8987bd7bf40,"5108 Mesquite Ct, Kerrville, TX 78028",1835,"2103 Cypress Ct, El Paso, TX 79927",2950,436.05,Olivia,D,Flores,,
0d4d2ff7c4b850ee9cfefe2608b74ddf,"5986 Rio Vista Rd, Crosby, TX 77532",1587,"6231 Trinity Ct, Montgomery, TX 77356",1424,52.61,Omar,,Edwards,,
aaa0b9b39d7c5963a929f8730a757344,"5631 Trinity St, Amarillo, TX 79121",2597,"3996 Bluebonnet Ct, Lubbock, TX 79413",2749,112.56,Natalie,X,Bennett,,
7901dbd55b8458c1afdaa635634e600f,"7804 Pecan Grove Rd, Cleveland, TX 77327",1399,"8223 Trinity St, Dallas, TX 75238",201,205.39,Olivia,U,Taylor,,
733979d0c865565b88fb134b1fde9b69,"3196 Prairie Bend Dr, Huntsville, TX 77340",1413,"648 Bluebonnet Dr, Odessa, TX 79761",2889,411.01,Jasmine,,Walker,,
08f7ab9b0a0e5340be602cc3ca8bedd3,"2529 Lone Star Dr, Garland, TX 75044",41,"3660 Cedar Creek Ct, Mission, TX 78572",2139,478.43,Gabriel,X,Castillo,,
a9c1b52684055030a3ddabb6460690e2,"8444 Magnolia Ave, Pasadena, TX 77502",1564,"411 Hill Country Ln, Baytown, TX 77523",1583,21.24,Xavier,T,Ortiz,,
b1dfedf5f96857d0ac7988eeeac119f1,"9472 Sunset Ridge Dr, Tyler, TX 75702",458,"3516 Pecan Grove St, Lewisville, TX 75077",71,113.19,Natalie,Z,Taylor,,
86f31b9ddb4b5b86ac1e39eb382bd2e5,"7894 Sunset Ridge Way, Fulshear, TX 77441",1497,"3781 Lone Star Way, Mesquite, TX 75149",131,216.48,Julian,,Anderson,,
3080dda624e65ac9b0b2ad1c4c37181f,"322 Live Oak Blvd, Dallas, TX 75216",181,"9823 Cypress Ave, Laredo, TX 78043",1841,387.05,Gabriel,J,Johnson,,
d4e7f172268c547fa0f7b69e06586e75,"5450 Mesquite St, Friendswood, TX 77546",1599,"3984 Prairie Bend St, Amarillo, TX 79109",2589,552.18,Gabriela,Y,Vasquez,,
4461083a39bd5a3a82bf67b55ca604f4,"7637 Pecan Grove Ct, Friendswood, TX 77546",1599,"4850 Mockingbird Blvd, Fort Worth, TX 76105",721,253.52,Gabriel,,Edwards,,
454f5a0373ae5f6e8e67f405054c7984,"1046 Sunset Ridge Rd, San Antonio, TX 78231",1982,"2740 Lone Star Blvd, Cleveland, TX 77327",1399,223.15,Isabel,N,Martinez,,
03dd44d49aac5eecb2a721198708082b,"6940 Cypress Rd, San Antonio, TX 78253",2002,"7328 Mesquite Ct, Converse, TX 78109",1890,29.84,Valerie,U,Walker,,
31493abf41ce532d9a21b197a1ffcf54,"7567 Post Oak Dr, North Richland Hills, TX 76180",755,"7098 Lone Star Blvd, Sumner, TX 75486",320,106.33,Preston,S,Bennett,,
6ba975f60bad5eccae9bfe85cd76bc91,"2739 Bluebonnet Dr, Fort Bliss, TX 79916",2945,"3806 Rio Vista Dr, Van Horn, TX 79855",2933,111.31,Tara,J,Hayes,,
ccd3d952336e574a805b1cb802fadaee,"5628 Trinity Blvd, Duncanville, TX 75137",117,"6296 Cypress Ln, Waco, TX 76711",1163,78.66,Caleb,N,Kim,,
96889b0c3b1f5a7e92c0a2ecd66ad398,"7902 Pecan Grove Rd, Odessa, TX 79762",2890,"4397 Sunset Ridge Ct, Lubbock, TX 79424",2755,109.32,Julian,L,Walker,,
89765b2e0e285568b2c89ec8d212d31f,"7983 Sunset Ridge St, Humble, TX 77396",1463,"5788 Cedar Creek Way, Austin, TX 78728",2308,149.18,Natalie,F,Ramirez,,
d5d6fe138e9653bb9c5315514bc23847,"1608 Lone Star Way, Amarillo, TX 79109",2589,"6924 Prairie Bend Ct, Cleveland, TX 77327",1399,524.92,Luis,W,Castillo,,
72a582ab7ed3560c875f608b1f12c36e,"3123 Mockingbird St, Devine, TX 78016",1816,"5762 Cypress Dr, Mansfield, TX 76063",688,257.34,Ethan,T,Castillo,,
9f5383d927b95b6f925c36188a7aaaaa,"6144 Live Oak Dr, Yorktown, TX 78164",1950,"6779 Pecan Grove Dr, Aubrey, TX 76227",767,298.42,Sofia,D,Garcia,,
edb4b3ba44d855c6b39576f54c01f424,"8799 Brazos Way, Spring, TX 77373",1446,"8577 Brazos Ct, Pasadena, TX 77503",1565,28.98,Victor,U,Kim,,
6573296835825d43aa6fc57b27d96d52,"209 Cedar Creek Ct, Victoria, TX 77901",1739,"1025 Rio Vista Way, Humble, TX 77346",1417,136.14,Julian,X,Edwards,,
e954a46e3fef5bddad682c22ca3ab5c9,"6728 Mockingbird Dr, Katy, TX 77449",1509,"4255 Magnolia Ct, Fort Worth, TX 76115",731,217.79,Isaac,N,Hayes,,
1cdd18574ba757458cdee60c71bbb06e,"6362 Trinity Rd, Jefferson, TX 75657",419,"6360 Magnolia Blvd, Forney, TX 75126",111,124.84,Sofia,C,Flores,,
2f013ab116d759bbab95e60607a2fd83,"5704 Lone Star Rd, Sherman, TX 75090",85,"1588 Live Oak Way, Denison, TX 75021",16,9.33,Sofia,T,Vasquez,,
58097dc8c68958ed838e2ea8a8cb2deb,"2255 Cypress Dr, San Antonio, TX 78247",1996,"4833 Pecan Grove Ave, Buda, TX 78610",2177,48.63,Natalie,A,Flores,,
43465aa15a9f57948abc75a4bea83684,"1642 Hill Country St, Keller, TX 76244",785,"3110 Hill Country Dr, Fort Worth, TX 76132",743,19.89,Thomas,T,Diaz,,
df676eab02cf5f1ea9cbf7c1add1a6b0,"795 Rio Vista Way, Decatur, TX 76234",778,"7548 Prairie Bend Ave, San Antonio, TX 78249",1998,264.3,Maya,,Hayes,,
6c641ef69f745ec2b6870d39f779e746,"6783 Magnolia Blvd, Austin, TX 78738",2323,"3161 Mesquite Blvd, San Antonio, TX 78259",2010,53.67,Olivia,H,Ortiz,,
f36932d975405b2da42efb6e42edf33f,"9374 Rio Vista St, Katy, TX 77450",1511,"7511 Cypress Dr, Austin, TX 78727",2306,127.41,Thomas,,Bennett,,
c35e5ffce94754b9b5c5e23d51e7795f,"8836 Prairie Bend Ct, Spring, TX 77389",1462,"5589 Rio Vista St, Sugar Land, TX 77478",1540,34.8,Rafael,B,Vasquez,,
60fee1a2e870512281aaf36349931a87,"7233 Mesquite Rd, Houston, TX 77088",1373,"1865 Cypress Way, Lake Dallas, TX 75065",60,241.31,Gabriela,E,Anderson,,
d36c202710a15be2bbe4d625302c991f,"5166 Cedar Creek Ave, Trinity, TX 75862",556,"6662 Sunset Ridge Blvd, Conroe, TX 77304",1389,44.97,Nathan,B,Anderson,,
2fa32d4b2aac5e678d237d19bf8fa4da,"6320 Bluebonnet Blvd, Georgetown, TX 78628",2211,"7790 Mockingbird Ct, Weatherford, TX 76087",712,140.29,Samuel,M,Singh,,
366a8fe93eb552f1a997f6510e2061fd,"1772 Trinity Dr, San Antonio, TX 78240",1991,"8400 Bluebonnet Ct, Sachse, TX 75048",43,266.48,Camila,V,Johnson,,
f0356b57112056df82b83c01000f6319,"2906 Bluebonnet Way, Tyler, TX 75708",465,"3703 Hill Country Way, Frisco, TX 75035",31,104.49,Preston,,Kim,,
f57cf613b1945ac28b7cb5cda6ecec13,"6974 Lone Star Rd, Houston, TX 77008",1288,"2739 Magnolia Ave, Sugar Land, TX 77479",1541,20.73,Rachel,,Lee,,
2d5d6f1297ea56f7b9ffc807bd6db45f,"7403 Hill Country Rd, Houston, TX 77089",1374,"2564 Mesquite Rd, Spring, TX 77389",1462,40.21,Daniel,M,Hayes,,
cd8c4ad41a5756bab53ca09a3439ade0,"1113 Sunset Ridge Ct, Burleson, TX 76028",646,"2152 Lone Star Way, Lyford, TX 78569",2136,425.85,Hannah,M,Kim,,
321903273b22561ba49197830eab0e62,"1235 Sunset Ridge Way, Arlington, TX 76010",630,"5964 Sunset Ridge Rd, Houston, TX 77008",1288,224.64,Luis,O,Kim,,
67d227e9e3475210ae7524fb8162f5a5,"8272 Pecan Grove Way, Pasadena, TX 77506",1568,"1333 Bluebonnet Blvd, Palestine, TX 75801",516,141.35,Nathan,E,Anderson,,
a7b64551514b5e209f623a8ad776a87a,"8151 Cedar Creek Ln, San Antonio, TX 78201",1952,"7831 Trinity Rd, Mission, TX 78572",2139,226.22,Kevin,K,Edwards,,
f34c2baf698a589d91e69bec417c36c6,"4281 Live Oak Ave, Houston, TX 77015",1295,"3844 Lone Star Dr, Cleburne, TX 76031",648,219.59,Nathan,N,Lee,,
a1d49777b7475116b1f764b855dd888f,"9226 Hill Country Ct, Plano, TX 75093",87,"8312 Mesquite Ave, Wichita Falls, TX 76301",823,113.52,Omar,,Kim,,
9e6796b3945c5d1a96ee38b491ed8e9d,"2902 Cedar Creek Ave, Irving, TX 75060",56,"7844 Trinity Ct, Killeen, TX 76549",1022,133.33,Julian,,Patel,,
34cf9efda85d5be9811b891f6d1c8e9f,"9849 Brazos Ct, Houston, TX 77073",1355,"4884 Hill Country St, Manvel, TX 77578",1620,36.01,Wesley,Z,Ortiz,,
9477df4571955e1194c0870153ff29d8,"6275 Pecan Grove Dr, South Houston, TX 77587",1632,"433 Bluebonnet Ct, Irving, TX 75039",35,244.66,Caleb,K,Edwards,,
608b805320c25beabb2861d96de6e97f,"8008 Cypress Ln, Austin, TX 78727",2306,"9267 Bluebonnet Dr, El Paso, TX 79935",2955,517.75,Gabriela,C,Kim,,
1484a0050487503383b5cedb12186b99,"7187 Rio Vista Rd, Arlington, TX 76016",636,"9614 Cedar Creek Ct, Dallas, TX 75212",178,19.14,Whitney,M,Bennett,,
38b7c6f344855a8cad0915b3893057bf,"6127 Pecan Grove Blvd, Spring, TX 77388",1461,"3832 Magnolia St, Rockwall, TX 75087",80,207.5,Aaron,T,Taylor,,
d9d89d4b3c975a2cba9dee04c239d578,"3296 Cypress Blvd, Clifton, TX 76634",1080,"7905 Sunset Ridge Way, Copperas Cove, TX 76522",987,47.41,Aaron,Q,Ortiz,,
3e3e689866c05581bf75c9dae9bdfd0f,"9172 Rio Vista St, Wichita Falls, TX 76301",823,"445 Post Oak Way, Dickinson, TX 77539",1594,368.35,Nathan,A,Vasquez,,
bcbdf549ac535d458ab396e64251d5b2,"5511 Lone Star Way, Irving, TX 75063",59,"2432 Post Oak Rd, Texas City, TX 77590",1633,272.95,Valerie,C,Bennett,,
ed64f1de2df152e99d4d1c011878f964,"8849 Sunset Ridge Way, Austin, TX 78738",2323,"6988 Rio Vista Ave, Katy, TX 77450",1511,140.2,Hannah,U,Nguyen,,
d861e22995e752c8b7cfc33836a22c20,"584 Live Oak Ln, El Paso, TX 79928",2951,"1412 Rio Vista Ln, El Paso, TX 79924",2948,23.35,Lauren,P,Garcia,,
8d0ad17f89585955a4878e26bffb13b8,"2053 Rio Vista Blvd, Katy, TX 77450",1511,"603 Cypress St, San Antonio, TX 78250",1999,176.76,Thomas,R,Nguyen,,
8f47750a9df0523a903e0bd1367bd6e9,"632 Pecan Grove Rd, Wills Point, TX 75169",155,"4463 Hill Country Ave, Mission, TX 78574",2141,464.13,Hannah,X,Taylor,,
d99f90be8e035785b03a76fe3ad90be4,"8849 Sunset Ridge Way, Austin, TX 78738",2323,"6825 Trinity Ln, Dallas, TX 75214",179,189.09,Hannah,U,Nguyen,,
2cbbab0c479e55b3a13c33732bb5eee2,"7519 Hill Country Way, Humble, TX 77396",1463,"6145 Sunset Ridge Ct, Humble, TX 77338",1410,4.41,Wesley,R,Johnson,,
74b57535f9095e60b263e1df752af1e0,"1699 Hill Country Ave, Austin, TX 78748",2332,"2880 Cypress Ct, Round Rock, TX 78681",2290,26.56,Daniel,,Kim,,
b6ef4e4b89aa5c9c921ab9a1a65d1323,"5025 Bluebonnet Way, Dallas, TX 75234",197,"4061 Prairie Bend Blvd, San Antonio, TX 78221",1971,268.64,Sofia,U,Garcia,,
27e6c4839a17509a9507686bd20760c4,"7135 Mesquite Rd, Fort Worth, TX 76108",725,"4835 Pecan Grove Blvd, Detroit, TX 75436",260,146.78,Sofia,Q,Ramirez,,
da35b2dab3745aad843520b7e44ea30a,"3574 Magnolia Dr, Cypress, TX 77429",1482,"3945 Live Oak St, Mission, TX 78573",2140,301.75,Preston,,Ramirez,,
597b6aaf89e1515786b04ad42b8a73ed,"6330 Trinity St, Houston, TX 77067",1349,"5276 Sunset Ridge Dr, Houston, TX 77088",1373,4.94,Kayla,W,Anderson,,
70a1e9b3ee4750c7bd4293c374761157,"7098 Hill Country Blvd, Beaumont, TX 77707",1680,"2340 Hill Country Ave, Liberty, TX 77575",1618,33.64,Julian,T,Bennett,,
86fbfacdcda95fe6bd022a80a408c40e,"7098 Hill Country Blvd, Beaumont, TX 77707",1680,"4992 Mockingbird St, Houston, TX 77084",1368,90.36,Julian,T,Bennett,,
8b99b57df6c350e386c901f118c840e6,"8293 Mesquite Ln, Grand Prairie, TX 75054",51,"7973 Post Oak Ave, Amarillo, TX 79106",2583,331.53,Gabriel,C,Nguyen,,
6da91cd33dcd564abcea3f62db936a3e,"578 Mockingbird Ln, Cleveland, TX 77327",1399,"2406 Pecan Grove Ct, Houston, TX 77044",1325,33.37,Lauren,B,Bennett,,
91ea50c4fa8d58a0951d0a984c06afa5,"5787 Pecan Grove Ave, Austin, TX 78732",2314,"7786 Cedar Creek Blvd, Houston, TX 77067",1349,149.05,Maya,,Walker,,
0820434fc63850669f84b4d2813553e9,"9566 Mockingbird Ct, Rosenberg, TX 77471",1532,"1799 Rio Vista St, San Antonio, TX 78229",1980,162.63,Luis,W,Patel,,
edb85364e49254c99497bbdf07859f1f,"1136 Rio Vista St, Pasadena, TX 77502",1564,"6366 Hill Country Rd, Odessa, TX 79761",2889,450.15,Kevin,X,Flores,,
72317e4a5b055eae8f514faf70141990,"6573 Prairie Bend Ln, Corpus Christi, TX 78410",2088,"8340 Sunset Ridge St, San Antonio, TX 78256",2007,138.27,Whitney,,Vasquez,,
c18efe7876455e0a92c3ca5d5c3f06dd,"1303 Live Oak Dr, Round Rock, TX 78664",2271,"6491 Hill Country Dr, Pearland, TX 77581",1622,155.78,Xavier,I,Singh,,
84b2d6378bdb5f6ab55f8489ac921b6d,"7385 Magnolia Blvd, Houston, TX 77092",1377,"4572 Pecan Grove Rd, Euless, TX 76039",658,229.72,Sofia,,Kim,,
a9ddcb6e537a57aaab3021a215a11cd3,"9677 Lone Star Rd, Houston, TX 77071",1353,"551 Cedar Creek Ct, Round Rock, TX 78664",2271,140.04,Julian,,Ortiz,,
db8277bf2f125426aa318f3ee60668ba,"2455 Hill Country St, Aubrey, TX 76227",767,"740 Pecan Grove Way, Pittsburg, TX 75686",443,120.13,Thomas,H,Garcia,,
e6517017ed5357bda0de34d94ea46452,"9677 Lone Star Rd, Houston, TX 77071",1353,"6481 Rio Vista Dr, Dallas, TX 75241",203,220.77,Julian,,Ortiz,,
b574b6d55f4e53288a94a49470c492bf,"5179 Cypress Ave, Corpus Christi, TX 78414",2092,"7792 Live Oak Ln, Rockport, TX 78382",2065,36.56,Samuel,P,Garcia,,
f0ae60f31a135249b37a6f5b65b6453d,"6080 Hill Country Ave, Texarkana, TX 75501",344,"5088 Mockingbird St, Fort Worth, TX 76179",754,193.98,Valerie,A,Garcia,,
2bd37da1d6a3501385c5ab3c0700b9c7,"6217 Lone Star Blvd, Richardson, TX 75080",75,"9513 Sunset Ridge Dr, Missouri City, TX 77489",1555,244.03,Maya,,Flores,,
1f66be5bf3b45e319e638e543bf1860d,"2233 Live Oak Ln, Penitas, TX 78576",2143,"8433 Post Oak Ct, Amarillo, TX 79103",2580,643.03,Sofia,P,Ortiz,,
76d4fc2347fb58c9ac22b304a6e0a578,"9537 Pecan Grove Rd, Georgetown, TX 78628",2211,"4782 Mesquite St, Round Rock, TX 78681",2290,7.38,Xavier,Y,Taylor,,
c9d4bcb721435960838b569874ed5305,"5935 Brazos Ave, Houston, TX 77014",1294,"5307 Mockingbird Ln, Brownfield, TX 79316",2664,457.87,Maya,O,Flores,,
ee985b3fefb351bd9df112cebef93543,"1953 Cedar Creek Way, Houston, TX 77096",1381,"2518 Magnolia Ct, Vidor, TX 77662",1668,94.17,Kayla,M,Walker,,
44686bf5ff6b58ed94af9b3f5113b0b1,"4114 Rio Vista Blvd, Humble, TX 77396",1463,"9162 Brazos Ct, Forney, TX 75126",111,205.57,Alyssa,S,Flores,,
f4c13057ec71508c8f771dd31022f456,"8991 Trinity Ln, Pearland, TX 77581",1622,"2397 Live Oak Ct, Fort Worth, TX 76137",747,256.89,Kevin,E,Edwards,,
2abf2cc88493538c83d8a292cbce5329,"9017 Live Oak Rd, Houston, TX 77053",1334,"1099 Cypress St, Spring, TX 77382",1457,42.74,Gabriela,C,Ortiz,,
0f1cc1cf09ca5901859a0cb99d431d56,"6902 Hill Country Way, Wylie, TX 75098",90,"6134 Trinity St, Midland, TX 79701",2851,330.73,Olivia,D,Hayes,,
32cc9fb067685ebf99a340b5fe881250,"4684 Rio Vista Ave, Port Arthur, TX 77642",1658,"4915 Mockingbird Ln, Mcallen, TX 78501",2098,368.21,Natalie,C,Bennett,,
1abe755ba7805a77b0e2aa52ad9de668,"3221 Hill Country Blvd, Houston, TX 77073",1355,"501 Post Oak Ln, El Paso, TX 79915",2944,661.62,Whitney,,Bennett,,
28bcac2f23515f3fafa9e4427f1ab836,"1325 Sunset Ridge Ave, Dallas, TX 75204",170,"6129 Magnolia St, El Paso, TX 79912",2943,572.5,Thomas,,Lee,,
c2bec148a1945b8e8080dd1919615621,"5495 Cypress Ave, Houston, TX 77087",1372,"2982 Pecan Grove Way, El Paso, TX 79925",2949,672.46,Xavier,Y,Hayes,,
b7dde66064015bc1a7dd568f1a00067e,"7976 Sunset Ridge Ct, Clifton, TX 76634",1080,"2955 Pecan Grove Ln, Georgetown, TX 78626",2210,78.99,Omar,J,Vasquez,,
1f7c7a90eed05791ab033c6ddbf1c52a,"1167 Brazos Ct, Mcallen, TX 78504",2100,"2488 Prairie Bend Ct, Weslaco, TX 78596",2162,18.93,Preston,O,Castillo,,
b46c4501febf5492bebcc3dbe97bb3d4,"3027 Hill Country Dr, San Antonio, TX 78207",1957,"6263 Trinity Way, Round Rock, TX 78665",2272,94.36,Zoe,Q,Castillo,,
b7e0024f46ee52f481ae38f395dcee94,"7939 Pecan Grove Ln, Frisco, TX 75033",28,"2655 Cedar Creek Way, Weatherford, TX 76085",709,54.77,Omar,J,Hayes,,
0a3500abce585c29bbb373d94b615942,"6223 Pecan Grove Ave, San Antonio, TX 78201",1952,"9462 Pecan Grove Rd, Killeen, TX 76541",1016,123.29,Tara,R,Singh,,
cceff617e5b75f1593747f43f517c14a,"4278 Magnolia Way, Spring, TX 77388",1461,"3153 Rio Vista Dr, Killeen, TX 76549",1022,155.09,Sofia,O,Patel,,
1df535a303de5c4f9fcf8015991fb80e,"5163 Prairie Bend Ave, Corpus Christi, TX 78414",2092,"451 Magnolia Ln, Laredo, TX 78043",1841,116.96,Kayla,Q,Flores,,
a1c05b048a50506294738ae24c44ef85,"3141 Live Oak Rd, San Benito, TX 78586",2153,"7376 Mockingbird Dr, Laredo, TX 78043",1841,141.03,Luis,W,Bennett,,
c678d9135b6f5891ae875acf092b1a7a,"3141 Live Oak Rd, San Benito, TX 78586",2153,"6524 Mesquite Way, Lorena, TX 76655",1110,366.33,Luis,W,Bennett,,
12c075d31c8e50c1bd8dcda409f0ad56,"1965 Cypress Ave, Frisco, TX 75034",29,"7399 Lone Star Way, El Paso, TX 79930",2952,568.45,Danielle,L,Vasquez,,
724f890eac465d19854110e8d930b751,"8882 Post Oak Ln, Houston, TX 77014",1294,"7513 Mockingbird St, El Paso, TX 79935",2955,655.85,Alyssa,N,Johnson,,
18607a8bda105f3abf256eab53140ec6,"823 Trinity Ave, Clute, TX 77531",1586,"187 Cypress Ln, Angleton, TX 77515",1575,9.92,Isabel,B,Hayes,,
761410e6373b51c991715b0007e7f992,"4598 Cedar Creek Ln, Spring, TX 77381",1456,"6099 Cedar Creek Ct, Killeen, TX 76549",1022,149.78,Victor,J,Castillo,,
0c96282b2a145c818f13b1f48e8fe6dc,"5779 Hill Country Blvd, San Juan, TX 78589",2155,"1937 Sunset Ridge St, Houston, TX 77087",1372,299.96,Nathan,N,Johnson,,
c1b54c19caa65ae1b1a8fb4f03b4049a,"9253 Mockingbird Ct, Houston, TX 77007",1287,"8264 Rio Vista Ave, Dallas, TX 75252",212,237.26,Samuel,O,Ramirez,,
51da1a3b96f85a408422403e6dafa04a,"6707 Bluebonnet Dr, Houston, TX 77099",1384,"8869 Mockingbird Way, Austin, TX 78752",2337,134.75,Sofia,X,Bennett,,
073306592e8d55c98072b646d0bf8e7f,"5085 Lone Star St, San Antonio, TX 78229",1980,"3217 Cypress Ave, Houston, TX 77042",1323,181.66,Zoe,F,Vasquez,,
c29e4d6f57835fa8878d53223b5d49b9,"1304 Live Oak Dr, Austin, TX 78723",2302,"7347 Rio Vista Blvd, Fulshear, TX 77441",1497,114.33,Luis,K,Nguyen,,
5f507afce11156a6a85a65c480208990,"1663 Pecan Grove Ct, Prosper, TX 75078",72,"8999 Bluebonnet Blvd, Gatesville, TX 76528",1000,137.4,Danielle,G,Castillo,,
57d152b83df85f4aa08c027ce2c12229,"8965 Mesquite Blvd, Leander, TX 78641",2233,"6952 Trinity Ln, Fort Worth, TX 76137",747,163.09,Alyssa,J,Diaz,,
dff657e0fb125eb4b813d6f13912db94,"6658 Pecan Grove Dr, Denver City, TX 79323",2667,"4209 Lone Star Dr, Houston, TX 77073",1355,486.41,Natalie,N,Walker,,
9e309478c0375b5aa3588467ebb8e52f,"686 Pecan Grove Ave, Cleburne, TX 76033",650,"9675 Prairie Bend Ave, Honey Grove, TX 75446",269,131.64,Isaac,,Patel,,
18a8703082df57e6996536369a61d312,"6919 Bluebonnet Dr, Austin, TX 78701",2291,"797 Mesquite Ave, El Paso, TX 79907",2940,517.92,Gabriel,K,Nguyen,,
3cc72dacbc905190a22209c9d0658716,"8147 Prairie Bend Ln, Longview, TX 75605",383,"7166 Bluebonnet Ct, Plano, TX 75025",22,122.66,Natalie,,Taylor,,
426ee0bf5ceb59f2ad8c1ed6b8869882,"5928 Lone Star Rd, Austin, TX 78753",2338,"5086 Mockingbird Ave, San Juan, TX 78589",2155,293.76,Isaac,J,Castillo,,
8a0a0c1d23c050d7bac1bc97d74e1777,"6557 Trinity Ln, Denton, TX 76210",763,"2247 Trinity Ave, Houston, TX 77009",1289,253.18,Nathan,L,Martinez,,
8feceb98f1a95d6fbf0b633747914a77,"297 Cypress Ave, San Antonio, TX 78244",1994,"9476 Bluebonnet Ave, Canyon Lake, TX 78133",1921,28.62,Valerie,J,Kim,,
510d68838bb6531595ed8ba789f11447,"870 Bluebonnet Rd, Wharton, TX 77488",1554,"9195 Brazos Way, San Antonio, TX 78207",1957,146.41,Rafael,Q,Bennett,,
2f9bc294b4dd57ffbf28c5a93597702a,"6211 Magnolia Ave, Sugar Land, TX 77479",1541,"4108 Post Oak St, Fort Worth, TX 76108",725,248.43,Ethan,E,Taylor,,
62362ca8ac105c039696553dbbdc3178,"461 Mockingbird St, Crowley, TX 76036",657,"6115 Bluebonnet Rd, Houston, TX 77033",1314,235.33,Wesley,Y,Castillo,,
3da00db65d015996b39230fd7312b4d4,"6110 Lone Star St, Abilene, TX 79602",2845,"888 Lone Star Rd, Wichita Falls, TX 76306",828,129.79,Gabriel,D,Hayes,,
6fcaa1473e325614ab0e1afe5eed8904,"507 Magnolia Ct, League City, TX 77573",1616,"3444 Hill Country Ct, El Paso, TX 79927",2950,681.44,Victor,B,Flores,,
36bb5b0f351154248df218d0426bb696,"7528 Brazos Blvd, Mesquite, TX 75181",159,"7729 Magnolia Blvd, College Station, TX 77840",1702,146.8,Priya,Q,Ortiz,,
0ce0949aeada59cdab565965e10b9e0d,"3042 Brazos Way, Pflugerville, TX 78660",2261,"3933 Trinity Ln, Houston, TX 77060",1342,135.91,Gabriel,F,Walker,,
fc2a584f76c859f1bd0d658aba4ad394,"6524 Brazos Blvd, Fort Worth, TX 76102",718,"4697 Cedar Creek Dr, Pasadena, TX 77506",1568,245.1,Daniel,Z,Vasquez,,
d388d364c04e5212a65458dbfe4c85e9,"9245 Sunset Ridge Blvd, Ben Wheeler, TX 75754",474,"3313 Live Oak St, San Antonio, TX 78249",1998,263.55,Jasmine,F,Lee,,
aa173a61240b5ba8b514e46a875322c9,"584 Lone Star Ln, Dallas, TX 75254",215,"4474 Live Oak Dr, Houston, TX 77067",1349,221.65,Samuel,T,Vasquez,,
d343215a72db5e71b1cc0a59c73b07f7,"821 Post Oak Ct, Roanoke, TX 76262",805,"3923 Bluebonnet Way, Paris, TX 75460",293,103.68,Rachel,L,Lee,,
aa9ff46788045b7ba7ac692c7bfce13a,"1907 Mockingbird Rd, Abilene, TX 79605",2847,"9891 Lone Star St, Abilene, TX 79605",2847,0.0,Gabriel,,Lee,,
940a6a12a0e75551a7cabd7976f5c04a,"8873 Hill Country Ave, Mckinney, TX 75072",67,"5647 Sunset Ridge Ct, North Richland Hills, TX 76182",756,36.22,Natalie,N,Ortiz,,
6dfa590577c05d10ac0e4fcbda2fee77,"4684 Lone Star Dr, Lewisville, TX 75077",71,"4251 Prairie Bend Ct, Granbury, TX 76049",667,56.38,Kevin,U,Flores,,
9bae6f5b8a7950bcbad8f3880829b8f2,"9041 Bluebonnet Blvd, Dallas, TX 75211",177,"3402 Prairie Bend Rd, Plano, TX 75094",89,25.66,Rafael,N,Nguyen,,
e85be4fff640547aa89c4ad84824a964,"5914 Magnolia Blvd, Addison, TX 75001",2,"401 Mockingbird St, Lubbock, TX 79412",2748,292.81,Danielle,X,Lee,,
abb5bad0f26f5f52a8d0a14ea8e29440,"6800 Pecan Grove Way, Austin, TX 78752",2337,"8806 Live Oak Ct, Harker Heights, TX 76548",1021,49.97,Marcus,I,Diaz,,
fa6b85584c5d53438fad35abfdf12f53,"4168 Cypress Blvd, Fort Worth, TX 76112",729,"8131 Trinity Dr, Woodway, TX 76712",1164,84.61,Aaron,H,Ortiz,,
